time Hut Table
938.1920716833 26.89 29.45
939.19236105 26.89 29.46
940.19334345 26.88 29.47
941.1934300167 26.9 29.46
942.1940068167 26.89 29.46
943.1944814333 26.89 29.45
944.195955 26.89 29.46
945.19716105 26.9 29.46
946.1973428167 26.9 29.45
947.1976138833 26.9 29.45
948.19923455 26.9 29.46
949.2008953833 26.88 29.44
950.2025262833 26.89 29.46
951.2038141333 26.91 29.46
952.2054065 26.9 29.45
953.2069698167 26.89 29.46
954.2080165333 26.9 29.47
955.2093633 26.9 29.46
956.2100065833 26.89 29.45
957.2109815 26.89 29.46
958.2120978 26.89 29.46
959.212805 26.9 29.45
960.21360135 26.89 29.44
961.2139215333 26.88 29.45
962.2154244833 26.88 29.46
963.2162431333 26.89 29.47
964.2162598333 26.88 29.45
965.2165488833 26.88 29.46
966.2168064833 26.87 29.45
967.2168632 26.88 29.44
968.2183515333 26.87 29.44
969.2186070167 26.87 29.46
970.2195547167 26.89 29.44
971.2209834167 26.88 29.46
972.2212786833 26.87 29.44
973.2226741 26.86 29.44
973.2495550667 26.87 29.44
973.7795749667 26.87 29.44
974.7805180833 26.87 29.45
975.7813272833 26.87 29.46
976.7816780167 26.88 29.46
977.7880857833 26.88 29.45
978.78937065 26.88 29.44
979.7908483833 26.88 29.44
980.7922588667 26.88 29.45
981.79340395 26.87 29.44
982.7935314333 26.87 29.44
983.7939939333 26.87 29.44
984.7940161 26.87 29.43
985.79512645 26.87 29.46
986.796637 26.87 29.45
987.797224 26.86 29.44
988.7979396833 26.86 29.45
989.7995195667 26.86 29.44
990.80013315 26.87 29.44
991.8005473833 26.88 29.44
992.80130565 26.88 29.45
993.8022492667 26.87 29.45
994.8029956667 26.88 29.44
995.8038702833 26.88 29.44
996.8046263167 26.88 29.45
997.8048612833 26.87 29.44
998.8061638 26.87 29.46
999.8067826333 26.88 29.45
1000.8075187 26.87 29.44
1001.8083703667 26.86 29.44
1002.8084420333 26.86 29.44
1003.809336 26.86 29.43
1004.8097664833 26.86 29.43
1005.81127665 26.86 29.45
1006.81158435 26.86 29.43
1007.8127424833 26.86 29.45
1008.8141508833 26.86 29.44
1009.81443005 26.86 29.43
1010.8151222 26.86 29.43
1011.8159742667 26.87 29.43
1012.81683055 26.87 29.41
1013.8181232 26.87 29.42
1014.8181977833 26.86 29.44
1015.8193179 26.86 29.43
1016.8207428167 26.85 29.43
1017.8219392167 26.85 29.43
1018.8235003333 26.85 29.44
1019.8236109667 26.85 29.45
1020.8246016833 26.86 29.44
1021.8261427333 26.86 29.45
1022.8273603 26.87 29.44
1023.8276036667 26.84 29.44
1024.8277540333 26.86 29.42
1025.8280943167 26.85 29.41
1026.8297553667 26.85 29.41
1027.8304368 26.85 29.41
1028.83108115 26.86 29.42
1029.8324065 26.89 29.41
1030.8337592667 26.87 29.42
1031.83456575 26.86 29.42
1032.8358391167 26.85 29.42
1033.83726305 26.86 29.41
1034.8383337 26.85 29.42
1035.8383995167 26.85 29.42
1036.8386313333 26.86 29.43
1037.8388800833 26.87 29.42
1038.8398608 26.87 29.43
1039.8408558833 26.87 29.44
1040.84189145 26.85 29.42
1041.8431636333 26.86 29.43
1042.8438429833 26.86 29.41
1043.8451402833 26.86 29.42
1044.8465640167 26.86 29.43
1045.8469394833 26.86 29.43
1046.8474957833 26.86 29.43
1047.84830215 26.87 29.42
1048.04342205 26.87 29.43
1048.6858303667 26.87 29.41
1049.6873013667 26.86 29.44
1050.6875423667 26.86 29.41
1051.6882091667 26.87 29.41
1052.68922395 26.86 29.42
1053.69033835 26.86 29.43
1054.6908749667 26.85 29.44
1055.6922052 26.85 29.43
1056.6926347333 26.85 29.42
1057.6939536333 26.86 29.43
1058.6946298333 26.85 29.43
1059.6959657667 26.86 29.44
1060.6966693 26.87 29.43
1061.6968334833 26.87 29.43
1062.6984888167 26.85 29.43
1063.69929205 26.85 29.44
1064.7002715167 26.83 29.41
1065.7012966667 26.85 29.43
1066.7013775833 26.84 29.42
1067.7025648333 26.84 29.44
1068.7031147333 26.85 29.43
1069.70344555 26.85 29.42
1070.7048403667 26.84 29.42
1071.7061844667 26.83 29.42
1072.7075202333 26.84 29.43
1073.7079223667 26.84 29.42
1074.70805315 26.84 29.42
1075.7083479833 26.84 29.41
1076.70952095 26.84 29.41
1077.7101125 26.84 29.43
1078.71098015 26.85 29.42
1079.7118287667 26.84 29.41
1080.71283185 26.84 29.41
1081.713211 26.84 29.42
1082.7147451333 26.85 29.42
1083.7164020333 26.84 29.42
1084.7165405 26.84 29.4
1085.71658115 26.83 29.41
1086.7182559833 26.84 29.42
1087.7192054333 26.86 29.41
1088.7194782 26.85 29.41
1089.7207286167 26.84 29.41
1090.7209153333 26.84 29.4
1091.7225106167 26.84 29.4
1092.7237673 26.84 29.41
1093.7240080333 26.84 29.41
1094.7253277667 26.84 29.41
1095.7372147167 26.85 29.41
1096.73787025 26.83 29.4
1097.7557939833 26.84 29.41
1098.75607695 26.84 29.42
1099.7661342833 26.85 29.41
1100.76776465 26.84 29.4
1101.7772125333 26.83 29.4
1102.7870453833 26.84 29.4
1103.7877087667 26.83 29.41
1104.7877264167 26.84 29.41
1105.7889494667 26.83 29.4
1106.7895036333 26.84 29.41
1107.7968488667 26.84 29.41
1108.797274 26.84 29.41
1109.7973803667 26.84 29.4
1110.7981639167 26.83 29.4
1111.79900735 26.84 29.39
1111.9170401167 26.83 29.38
1112.6536416167 26.83 29.39
1113.6552688667 26.83 29.39
1114.6564714333 26.84 29.4
1115.6579254333 26.84 29.4
1116.6586498 26.84 29.4
1117.6600897 26.84 29.4
1118.66023565 26.85 29.41
1119.6617651833 26.85 29.4
1120.6628088667 26.84 29.39
1121.6639972 26.84 29.4
1122.6649286333 26.85 29.4
1123.6650794833 26.85 29.4
1124.6655733 26.85 29.38
1125.6668961333 26.86 29.39
1126.6683523167 26.85 29.39
1127.6698827667 26.84 29.39
1128.6706739833 26.85 29.39
1129.6711979333 26.85 29.39
1130.6723756167 26.84 29.38
1131.6726867333 26.84 29.4
1132.6731284667 26.84 29.4
1133.6741611333 26.86 29.39
1134.6756941167 26.85 29.42
1135.6765316833 26.84 29.41
1136.67812655 26.84 29.4
1137.6792149167 26.85 29.39
1138.6799979333 26.84 29.39
1139.6810210333 26.85 29.41
1140.68186425 26.85 29.41
1141.6834499333 26.85 29.39
1142.68456485 26.85 29.39
1143.6853832167 26.86 29.39
1144.6862939 26.87 29.39
1145.6870265833 26.86 29.42
1146.6880867 26.86 29.38
1147.68816995 26.87 29.39
1148.6895041833 26.87 29.41
1149.6899451667 26.86 29.4
1150.6908302833 26.86 29.4
1151.6914774167 26.86 29.41
1152.6927211167 26.85 29.4
1153.69361615 26.85 29.43
1154.6947221333 26.86 29.41
1155.6951571333 26.86 29.4
1156.6956443 26.88 29.4
1157.69709665 26.87 29.4
1158.69721875 26.88 29.41
1159.6974836 26.89 29.41
1160.6991114 26.88 29.41
1161.6994703167 26.87 29.41
1162.7011488833 26.88 29.4
1163.70227745 26.86 29.42
1164.7032425167 26.88 29.4
1165.70458825 26.87 29.41
1166.7051317333 26.88 29.4
1167.7061307667 26.89 29.41
1168.7070818333 26.88 29.41
1169.7083762833 26.87 29.4
1170.7091595 26.87 29.43
1171.7103844 26.87 29.41
1172.7120684 26.87 29.41
1173.7129080333 26.87 29.4
1174.7137647167 26.86 29.42
1175.7138008667 26.87 29.41
1176.2082306333 26.87 29.4
1176.8690356833 26.87 29.41
1177.8695199333 26.87 29.41
1178.8707802667 26.86 29.41
1179.8711761 26.86 29.41
1180.8717820167 26.87 29.43
1181.8728566167 26.86 29.4
1182.8739670667 26.86 29.41
1183.87443545 26.88 29.42
1184.8752841833 26.88 29.41
1185.87602025 26.88 29.4
1186.8771926 26.87 29.41
1187.8773755167 26.88 29.42
1188.8788261167 26.87 29.42
1189.88013755 26.86 29.4
1190.8808170167 26.88 29.41
1191.8813294 26.87 29.42
1192.8818792167 26.88 29.43
1193.8820861333 26.88 29.42
1194.8829354 26.87 29.41
1195.8835034833 26.86 29.41
1196.8835537333 26.88 29.41
1197.8842486667 26.87 29.41
1198.8843620333 26.87 29.43
1199.8856226833 26.88 29.41
1200.8858324833 26.87 29.42
1201.8875477833 26.87 29.41
1202.8890897167 26.86 29.41
1203.8893495 26.87 29.41
1204.89072225 26.86 29.42
1205.8917007667 26.87 29.41
1206.8922265833 26.86 29.43
1207.8929219667 26.87 29.4
1208.89301015 26.87 29.4
1209.8940574167 26.88 29.41
1210.8948202333 26.86 29.41
1211.89632085 26.86 29.41
1212.8977310167 26.86 29.42
1213.8986177333 26.86 29.43
1214.8996805833 26.86 29.43
1215.9001582667 26.85 29.44
1216.9018168333 26.85 29.44
1217.9020792667 26.84 29.43
1218.9024762333 26.83 29.42
1219.9032786 26.84 29.42
1220.9036395333 26.83 29.42
1221.90407395 26.84 29.41
1222.9048870667 26.85 29.41
1223.90501635 26.84 29.41
1224.9054050833 26.85 29.42
1225.9065215 26.85 29.43
1226.90809325 26.85 29.42
1227.9087356 26.85 29.41
1228.9101125167 26.84 29.41
1229.9114987167 26.83 29.42
1230.9118390167 26.83 29.4
1231.9118837833 26.82 29.4
1232.9119678167 26.83 29.4
1233.9121497333 26.83 29.41
1234.91312405 26.83 29.41
1235.9145430333 26.84 29.42
1236.9155985167 26.84 29.42
1237.9162479667 26.83 29.42
1238.9167928167 26.82 29.41
1239.9173875833 26.83 29.42
1240.9183182 26.84 29.4
1241.91830055 26.84 29.4
1242.5205792 26.84 29.41
1243.5209479167 26.83 29.39
1244.52210035 26.85 29.41
1245.5225443833 26.86 29.4
1246.52287025 26.85 29.4
1247.5239017333 26.85 29.42
1248.5254849 26.84 29.41
1249.5259660333 26.85 29.4
1250.5270701167 26.85 29.41
1251.5274256 26.85 29.42
1252.5289788667 26.85 29.42
1253.5296098667 26.85 29.41
1254.53001015 26.86 29.42
1255.5301046667 26.86 29.41
1256.5315452833 26.87 29.41
1257.5330285333 26.88 29.4
1258.53458825 26.88 29.41
1259.5350863833 26.87 29.42
1260.5351272167 26.87 29.42
1261.2535912333 26.87 29.43
1262.2424155 26.87 29.43
1263.2438133167 26.87 29.43
1264.2454350333 26.87 29.43
1265.2467569167 26.89 29.44
1266.2470047833 26.88 29.41
1267.2480517 26.86 29.41
1268.2496016833 26.87 29.42
1269.25088965 26.88 29.43
1270.25195575 26.87 29.42
1271.2521246167 26.86 29.43
1272.2523987167 26.87 29.42
1273.2536990667 26.86 29.43
1274.2548186833 26.86 29.42
1275.2559543 26.87 29.42
1276.2575251167 26.86 29.43
1277.2585565833 26.88 29.42
1278.25880225 26.88 29.42
1279.25959755 26.88 29.42
1280.26002035 26.88 29.43
1281.26042205 26.89 29.42
1282.2616503 26.89 29.42
1283.2631815 26.89 29.42
1284.26472745 26.9 29.43
1285.26505275 26.89 29.44
1286.2653402 26.91 29.44
1287.2656788333 26.91 29.42
1288.26589635 26.92 29.44
1289.2666009833 26.91 29.44
1290.2678722 26.91 29.44
1291.26818995 26.91 29.45
1292.2685847667 26.91 29.45
1293.2693564833 26.91 29.45
1294.2710388833 26.93 29.45
1295.2726570167 26.93 29.46
1296.2735193667 26.92 29.46
1297.2736868333 26.92 29.46
1298.2744456667 26.93 29.46
1299.27529855 26.94 29.46
1300.2762254833 26.93 29.46
1301.2777260667 26.93 29.45
1302.2792772333 26.95 29.47
1303.2796955333 26.96 29.47
1304.2803088167 26.95 29.47
1305.2807182 26.95 29.48
1306.2809923167 26.94 29.47
1307.282545 26.95 29.47
1308.2838994 26.95 29.47
1309.2841098 26.96 29.48
1310.2856883167 26.96 29.47
1311.2864698167 26.96 29.47
1312.2868422333 26.96 29.46
1313.2870123333 26.97 29.48
1314.2881299167 26.96 29.49
1315.2886302667 26.97 29.49
1316.2887637167 26.97 29.49
1317.28921855 26.99 29.49
1318.1448074167 26.99 29.5
1318.7614845167 26.99 29.5
1319.7629490833 27.01 29.52
1320.7747987 27.01 29.52
1321.7751722167 27.01 29.51
1322.7754857 27 29.51
1323.7762160167 26.99 29.53
1324.7770173833 27 29.52
1325.7811472833 27 29.52
1326.7853872667 27.01 29.53
1327.7883784667 27 29.52
1328.7893315833 27 29.52
1329.7902709167 26.99 29.51
1330.7913620667 26.99 29.52
1331.7930411 27 29.52
1332.79324935 27 29.53
1333.7933827833 27 29.52
1334.79470735 27.01 29.54
1335.7960418167 26.99 29.53
1336.7964571833 27 29.52
1337.7975705833 27 29.53
1338.7990448167 27.01 29.53
1339.79961045 27.03 29.55
1340.80006305 27.03 29.56
1341.8005988667 27.03 29.56
1342.8021739333 27.02 29.56
1343.8031501667 27.04 29.55
1344.8042419667 27.04 29.55
1345.8052794 27.04 29.56
1346.8067666667 27.05 29.56
1347.8082325833 27.04 29.55
1348.8086174333 27.05 29.56
1349.8096669 27.06 29.57
1350.80984825 27.06 29.58
1351.8113424167 27.05 29.58
1352.8125792667 27.04 29.59
1353.8139791833 27.05 29.58
1354.8143782 27.04 29.59
1355.8150323667 27.04 29.57
1356.8156286667 27.04 29.58
1357.5666654167 27.04 29.58
1358.4398665 27.05 29.59
1359.4411798667 27.06 29.59
1360.4413249833 27.08 29.59
1361.4422579 27.07 29.6
1362.44383695 27.06 29.6
1363.4439395167 27.05 29.59
1364.4455075833 27.05 29.6
1365.4466531 27.05 29.61
1366.4471249333 27.06 29.6
1367.4484743 27.05 29.59
1368.4496771167 27.07 29.59
1369.4513067 27.08 29.59
1370.4522858333 27.08 29.6
1371.4527047667 27.07 29.61
1372.45425895 27.08 29.62
1373.4557716833 27.08 29.61
1374.4559493667 27.07 29.61
1375.4563218333 27.08 29.62
1376.4564554333 27.08 29.62
1377.457771 27.09 29.62
1378.4578438667 27.1 29.63
1379.4584993667 27.1 29.63
1380.4594504333 27.11 29.63
1381.4603006667 27.12 29.63
1382.46149645 27.11 29.65
1383.46187265 27.12 29.63
1384.4625635 27.12 29.62
1385.4632269833 27.13 29.62
1386.4635562667 27.14 29.64
1387.4639645 27.13 29.66
1388.4639725333 27.12 29.64
1389.4647291333 27.13 29.65
1390.4658418333 27.14 29.64
1391.4662114833 27.14 29.66
1392.4667696 27.13 29.68
1393.4680971833 27.12 29.68
1394.4690153333 27.13 29.66
1395.4703962833 27.13 29.67
1396.4711449167 27.14 29.67
1397.47227 27.15 29.68
1398.4722945 27.15 29.68
1399.4726526833 27.16 29.68
1400.4732183667 27.17 29.68
1401.4735447833 27.17 29.68
1402.4751494 27.16 29.66
1403.4753302333 27.16 29.68
1404.4756807333 27.16 29.68
1405.4764944333 27.16 29.67
1406.4777540333 27.16 29.69
1407.4792245833 27.16 29.69
1408.48065885 27.17 29.69
1409.4816853333 27.17 29.7
1410.4826479167 27.17 29.71
1411.4841926167 27.18 29.7
1412.48523215 27.18 29.71
1413.4863583833 27.17 29.7
1414.4872412167 27.18 29.71
1415.48864915 27.19 29.72
1416.49007685 27.19 29.71
1417.4906053667 27.19 29.71
1418.4913524667 27.19 29.72
1419.4922402667 27.2 29.72
1419.9743040333 27.2 29.72
1420.4317606833 27.19 29.72
1421.4325033333 27.22 29.72
1422.4338598667 27.2 29.73
1423.43464115 27.21 29.73
1424.4350119667 27.21 29.74
1425.4362336167 27.21 29.73
1426.4363133833 27.21 29.73
1427.4365828667 27.22 29.74
1428.4381395833 27.21 29.74
1429.4396836667 27.21 29.74
1430.4411988833 27.22 29.74
1431.44178295 27.23 29.73
1432.4433748 27.21 29.75
1433.4448487167 27.22 29.76
1434.4450057167 27.22 29.75
1435.4465029 27.22 29.75
1436.4465225333 27.22 29.76
1437.447901 27.22 29.77
1438.4495720333 27.22 29.78
1439.4506780833 27.22 29.76
1440.4523711833 27.22 29.76
1441.4525995167 27.24 29.76
1442.4529273833 27.24 29.75
1443.4536322167 27.24 29.76
1444.4546742833 27.23 29.75
1445.4557363833 27.24 29.76
1446.4569596833 27.23 29.78
1447.4577445667 27.23 29.77
1448.45846455 27.22 29.78
1449.45973025 27.22 29.77
1450.4611918167 27.22 29.78
1451.4616149667 27.23 29.79
1452.4625021833 27.23 29.8
1453.4635024667 27.23 29.79
1454.4643221667 27.23 29.77
1455.46486455 27.25 29.78
1456.4662924667 27.24 29.78
1457.4668901167 27.24 29.78
1458.4675649667 27.25 29.78
1459.4687129167 27.25 29.77
1460.4699448 27.25 29.79
1461.47087125 27.26 29.79
1462.47099345 27.26 29.8
1463.471697 27.25 29.79
1464.4731798667 27.25 29.8
1465.4734570333 27.25 29.8
1466.4740825 27.26 29.79
1467.4745269167 27.27 29.8
1468.4748781167 27.27 29.79
1469.4749773167 27.27 29.81
1470.4758681833 27.26 29.8
1471.4775331167 27.28 29.81
1472.4785704667 27.27 29.81
1473.4801344667 27.26 29.82
1474.4813368833 27.27 29.8
1475.4826690333 27.27 29.81
1476.48277365 27.27 29.82
1477.48316295 27.26 29.8
1478.4842103 27.26 29.8
1479.4851443833 27.27 29.81
1480.4857729833 27.27 29.82
1481.4867120833 27.27 29.83
1482.4874233667 27.28 29.82
1483.4879511333 27.29 29.82
1484.48834905 27.28 29.83
1485.4894214 27.29 29.83
1486.4903172167 27.27 29.84
1487.4904025333 27.28 29.83
1488.49067155 27.29 29.84
1489.4921431 27.29 29.83
1490.4937484333 27.3 29.86
1491.4946772667 27.29 29.86
1492.4953429 27.3 29.85
1493.49751905 27.3 29.85
1493.6359413333 27.29 29.84
1494.3270537667 27.3 29.85
1495.3285706 27.31 29.84
1496.32973545 27.32 29.84
1497.3310586333 27.3 29.86
1498.33267755 27.31 29.86
1499.3328722833 27.3 29.86
1500.3345125667 27.31 29.86
1501.3345734 27.31 29.85
1502.3348577 27.31 29.86
1503.3355104667 27.3 29.87
1504.3367441 27.31 29.86
1505.3373232 27.32 29.87
1506.3377787667 27.31 29.88
1507.33883955 27.31 29.88
1508.3400217333 27.33 29.88
1509.3401092 27.32 29.88
1510.3409050167 27.3 29.88
1511.3425646167 27.32 29.88
1512.34309175 27.31 29.87
1513.3432898 27.32 29.88
1514.3437352333 27.33 29.88
1515.34501265 27.32 29.9
1516.34528155 27.32 29.89
1517.3458693167 27.32 29.89
1518.3466097167 27.32 29.88
1519.3478943167 27.33 29.89
1520.3479644833 27.32 29.89
1521.34882285 27.32 29.9
1522.3490885667 27.33 29.9
1523.3497844833 27.34 29.9
1524.3508624333 27.34 29.9
1525.3517576333 27.35 29.9
1526.35304485 27.33 29.9
1527.3541162833 27.33 29.91
1528.3553894833 27.34 29.91
1529.3562348167 27.34 29.91
1530.3564597667 27.34 29.9
1531.3567578667 27.37 29.92
1532.3582022333 27.38 29.91
1533.3591940333 27.36 29.92
1534.3597609167 27.35 29.91
1535.3615648833 27.35 29.91
1536.3628546667 27.35 29.93
1537.3633380167 27.35 29.93
1538.3646516333 27.36 29.93
1539.3654515833 27.36 29.93
1540.3657506 27.36 29.92
1541.3667963167 27.37 29.92
1542.3677947667 27.37 29.92
1543.3678735833 27.37 29.93
1544.3683472 27.37 29.92
1545.368721 27.37 29.93
1546.3702970167 27.36 29.94
1547.3718217 27.37 29.95
1548.37257735 27.36 29.95
1549.3740926667 27.37 29.95
1550.3749702833 27.36 29.95
1551.3753261667 27.36 29.95
1552.3755397667 27.37 29.94
1553.3762008167 27.38 29.95
1554.377813 27.38 29.95
1555.3785480833 27.38 29.94
1556.3793189167 27.38 29.94
1557.3804651333 27.36 29.96
1558.3818499167 27.36 29.94
1558.4831610167 27.36 29.95
1559.4717978833 27.36 29.94
1560.4728801167 27.36 29.95
1561.4745553333 27.35 29.96
1562.4749632833 27.35 29.95
1563.47563665 27.37 29.95
1564.4773076 27.36 29.95
1565.4775484667 27.38 29.95
1566.4781216167 27.37 29.95
1567.47837845 27.36 29.96
1568.4795022167 27.36 29.95
1569.4796998667 27.37 29.95
1570.4798465 27.38 29.96
1571.4810563 27.39 29.95
1572.481757 27.38 29.94
1573.4822239 27.39 29.95
1574.4827734667 27.38 29.95
1575.4834162667 27.39 29.94
1576.4844201333 27.39 29.97
1577.4860110667 27.38 29.96
1578.4867481 27.39 29.96
1579.4868611167 27.39 29.97
1580.4883955167 27.39 29.96
1581.48999625 27.38 29.96
1582.4900036333 27.38 29.96
1583.4908154333 27.39 29.97
1584.4926156833 27.38 29.97
1585.4928337833 27.38 29.97
1586.4934713667 27.38 29.97
1587.4937511333 27.4 29.95
1588.4946916333 27.38 29.98
1589.4958533667 27.39 29.98
1590.4969767167 27.39 29.98
1591.4970392333 27.4 29.97
1592.4972760833 27.39 29.96
1593.4977927167 27.4 29.99
1594.4978160167 27.39 29.99
1595.4982720667 27.4 30.01
1596.4994495667 27.4 29.98
1597.5003838667 27.4 29.98
1598.5017815833 27.4 29.99
1599.5030551833 27.39 29.99
1600.5044437333 27.41 29.99
1601.50519 27.4 29.99
1602.5063717667 27.4 29.99
1603.5064058667 27.41 30
1604.50806995 27.41 30
1605.5091975667 27.4 30
1606.5102746 27.4 30
1607.5109101 27.41 30.02
1608.51123295 27.41 30.01
1609.5125382 27.42 30
1610.5138068167 27.42 30.01
1611.5140996167 27.41 30.01
1612.5151016 27.42 30
1613.5157471167 27.39 30.01
1614.5158695333 27.39 30.01
1615.5161392333 27.39 30.01
1616.5167863667 27.41 30.01
1617.5178173333 27.4 30.01
1618.5191541667 27.41 30.01
1619.520108 27.41 30.01
1620.5215292833 27.41 30.02
1621.5230786 27.42 30.01
1621.65135095 27.42 30.02
1622.1694594167 27.41 30.02
1623.1705030333 27.42 30.01
1624.1710268833 27.41 30.01
1625.1725415333 27.41 30.01
1626.1728581 27.41 30.01
1627.1738818667 27.41 30.02
1628.175434 27.41 30.02
1629.1760070167 27.4 30.02
1630.1765724167 27.43 30
1631.1767867667 27.43 30.03
1632.1779264 27.42 30.02
1633.1786012167 27.43 30.03
1634.1795322667 27.42 30.03
1635.18100185 27.41 30.02
1636.1811537167 27.41 30.02
1637.1819118333 27.42 30.03
1638.1831745667 27.42 30.04
1639.1835231667 27.42 30.02
1640.1850377667 27.42 30.03
1641.1854840667 27.42 30.04
1642.1856947167 27.43 30.03
1643.1864847333 27.44 30.03
1644.18796335 27.45 30.04
1645.1887422667 27.44 30.04
1646.1899826 27.45 30.04
1647.1905269 27.43 30.03
1648.1907926 27.41 30.04
1649.19089415 27.43 30.03
1650.19231795 27.46 30.03
1651.1933249333 27.44 30.03
1652.1939697333 27.43 30.04
1653.1954702833 27.43 30.05
1654.1956984333 27.44 30.04
1655.1967278 27.44 30.05
1656.1971556167 27.43 30.05
1657.1976254167 27.43 30.05
1658.1979481667 27.44 30.06
1659.1981708667 27.45 30.06
1660.1986532833 27.45 30.04
1661.1989054833 27.44 30.06
1662.1994657833 27.45 30.06
1663.1996655333 27.45 30.05
1664.2012704833 27.46 30.07
1665.2018857167 27.46 30.06
1666.20206265 27.47 30.06
1667.2035732167 27.47 30.06
1668.2047601667 27.47 30.07
1669.2063703333 27.46 30.07
1670.2069655833 27.47 30.06
1671.2083036833 27.47 30.08
1672.2086837667 27.47 30.08
1673.2092349833 27.48 30.08
1674.2097881333 27.5 30.08
1675.2106986333 27.47 30.08
1676.21137935 27.47 30.08
1677.21220035 27.48 30.09
1678.2138243333 27.47 30.08
1679.21516185 27.49 30.08
1680.2158454167 27.49 30.08
1681.2174533167 27.48 30.08
1682.2183591 27.49 30.09
1683.2186632167 27.5 30.09
1684.2202660167 27.49 30.09
1684.75111355 27.48 30.09
1685.4796581667 27.49 30.08
1686.4806207333 27.5 30.09
1687.4826127 27.5 30.1
1688.48357555 27.49 30.08
1689.4841767 27.51 30.09
1690.4843480167 27.51 30.09
1691.4856613 27.51 30.1
1692.4859867667 27.5 30.1
1693.4870516 27.51 30.09
1694.4873767167 27.51 30.11
1695.4882602833 27.51 30.1
1696.4890933167 27.5 30.09
1697.48919555 27.5 30.11
1698.4900147833 27.51 30.1
1699.49062175 27.51 30.11
1700.4911772333 27.5 30.11
1701.4919407 27.51 30.11
1702.4935477333 27.52 30.11
1703.49397975 27.51 30.1
1704.4954136 27.5 30.11
1705.4958812 27.51 30.11
1706.4969281667 27.5 30.12
1707.4976859333 27.51 30.11
1708.4981239167 27.5 30.11
1709.4985245333 27.5 30.12
1710.4989063667 27.52 30.12
1711.4990887833 27.5 30.11
1712.4992486167 27.51 30.11
1713.5005954667 27.51 30.11
1714.50199515 27.5 30.11
1715.5027050667 27.52 30.13
1716.5028502 27.5 30.12
1717.5033896333 27.5 30.13
1718.5037326833 27.52 30.13
1719.5037374667 27.51 30.12
1720.5043259667 27.52 30.12
1721.5058424 27.52 30.14
1722.5062933667 27.52 30.13
1723.50757165 27.52 30.12
1724.5076974667 27.53 30.13
1725.5079807833 27.51 30.12
1726.5090640667 27.52 30.13
1727.5101593333 27.53 30.13
1728.5115013167 27.52 30.13
1729.5126409333 27.52 30.14
1730.5135517167 27.53 30.12
1731.5143443167 27.53 30.14
1732.5150024333 27.54 30.13
1733.5154033 27.54 30.14
1734.51583895 27.53 30.15
1735.5167051833 27.53 30.13
1736.5173492667 27.53 30.14
1737.5179488333 27.52 30.14
1738.51895715 27.52 30.14
1739.5194462333 27.52 30.13
1740.5194452667 27.51 30.14
1741.5197152833 27.54 30.13
1742.5210894833 27.52 30.13
1743.5217229333 27.52 30.14
1744.5230981333 27.52 30.13
1745.5271071333 27.52 30.14
1746.5249008667 27.52 30.13
1747.5263415167 27.53 30.14
1748.5271965667 27.55 30.15
1748.5658894833 27.55 30.15
1749.16450045 27.54 30.15
1750.1650756833 27.54 30.16
1751.1656674833 27.53 30.14
1752.1667106333 27.54 30.13
1753.16832235 27.54 30.14
1754.1697060833 27.54 30.16
1755.1698786167 27.54 30.15
1756.1700368167 27.54 30.15
1757.1711098833 27.55 30.14
1758.1718025833 27.54 30.14
1759.1730354 27.55 30.14
1760.1741124833 27.54 30.15
1761.1833157667 27.55 30.14
1762.17718875 27.56 30.14
1763.1854588167 27.56 30.15
1764.18018975 27.54 30.15
1765.1880459333 27.54 30.16
1766.1829033833 27.54 30.17
1767.1829992333 27.54 30.16
1768.1834229833 27.54 30.15
1769.1836544833 27.54 30.15
1770.1840931 27.54 30.15
1771.1856025833 27.54 30.16
1772.1858571833 27.55 30.16
1773.1873748333 27.53 30.16
1774.1883613333 27.53 30.16
1775.1888355 27.54 30.17
1776.1899628667 27.54 30.16
1777.1916072667 27.53 30.16
1778.1986767333 27.54 30.14
1779.1930484167 27.54 30.15
1780.2012184333 27.54 30.14
1781.1955596167 27.54 30.15
1782.1996489833 27.54 30.16
1783.1968786 27.53 30.15
1784.1976896333 27.53 30.15
1785.1987070833 27.52 30.15
1786.1991428667 27.53 30.13
1787.1996335 27.55 30.16
1788.2012332 27.54 30.16
1789.2019272 27.54 30.14
1790.2023880833 27.53 30.15
1791.2038796667 27.53 30.17
1792.2041383667 27.53 30.15
1793.2051510833 27.52 30.15
1794.2057778833 27.52 30.15
1795.2062744667 27.52 30.14
1796.2072488333 27.51 30.14
1797.2080632333 27.53 30.14
1798.20823905 27.53 30.14
1799.2086509833 27.54 30.14
1800.2094565667 27.53 30.15
1801.2105539667 27.53 30.15
1802.21114765 27.52 30.14
1803.21268175 27.52 30.14
1804.2132474333 27.52 30.14
1805.2132990667 27.52 30.14
1806.21480195 27.52 30.15
1807.2158422833 27.52 30.15
1808.2174721167 27.53 30.16
1809.2190507 27.53 30.14
1810.22014355 27.53 30.17
1811.1861861333 27.53 30.16
1812.0574599333 27.52 30.16
1813.0587367 27.52 30.16
1814.0588378833 27.51 30.15
1815.0601668 27.52 30.16
1816.0607995 27.53 30.15
1817.0608000333 27.53 30.17
1818.0621445333 27.53 30.16
1819.0626330833 27.53 30.16
1820.0639709167 27.53 30.15
1821.0646315 27.54 30.15
1822.0652338167 27.55 30.15
1823.0661199833 27.54 30.17
1824.0672529833 27.55 30.15
