time Hut Table
1825.0682713167 27.53 30.17
1826.06882555 27.53 30.16
1827.0692722333 27.54 30.16
1828.0698406 27.53 30.15
1829.0712875667 27.52 30.15
1830.0723860833 27.52 30.15
1831.0735026667 27.53 30.14
1832.07376795 27.53 30.16
1833.07495925 27.54 30.15
1834.0761577833 27.53 30.14
1835.0766089333 27.53 30.15
1836.0774870167 27.54 30.17
1837.0775818 27.53 30.17
1838.07796435 27.53 30.16
1839.07833165 27.53 30.16
1840.0783742333 27.52 30.17
1841.0793359667 27.53 30.16
1842.07948395 27.53 30.16
1843.0808663333 27.54 30.17
1844.0824002667 27.54 30.16
1845.0838158833 27.54 30.16
1846.08541725 27.53 30.17
1847.08567875 27.54 30.16
1848.08674415 27.54 30.15
1849.0870161667 27.53 30.16
1850.0875526667 27.55 30.16
1851.0877205667 27.53 30.16
1852.0887453333 27.52 30.16
1853.0890404333 27.52 30.14
1854.0898432833 27.51 30.16
1855.0914739833 27.53 30.16
1856.09162605 27.52 30.15
1857.0925254167 27.51 30.16
1858.0932671833 27.51 30.16
1859.0945625333 27.51 30.16
1860.0955951333 27.52 30.15
1861.0962756 27.52 30.16
1862.0964160833 27.51 30.14
1863.09675875 27.51 30.15
1864.09728215 27.52 30.16
1865.0980311167 27.52 30.15
1866.0996083667 27.53 30.16
1867.1009835333 27.52 30.16
1868.1013554 27.53 30.15
1869.10165615 27.53 30.16
1870.1026842667 27.51 30.16
1871.10371325 27.51 30.16
1872.1041650333 27.51 30.17
1872.7044728833 27.52 30.16
1873.7048474333 27.52 30.15
1874.7057944 27.52 30.14
1875.7058297833 27.53 30.15
1876.7063188833 27.51 30.15
1877.7079888167 27.5 30.15
1878.7080186333 27.5 30.16
1879.708623 27.5 30.14
1880.7091624 27.5 30.14
1881.7107121333 27.5 30.15
1882.7110094833 27.5 30.15
1883.7120011 27.5 30.15
1884.7125677667 27.52 30.13
1885.7130697833 27.51 30.15
1886.7137147667 27.52 30.14
1887.7152741 27.52 30.15
1888.7166001167 27.53 30.14
1889.7171819333 27.53 30.14
1890.7180009 27.51 30.15
1891.71906975 27.52 30.15
1892.72040735 27.5 30.14
1893.7215067 27.49 30.14
1894.7221237833 27.48 30.14
1895.7230016333 27.48 30.13
1896.7240838333 27.49 30.13
1897.7247388333 27.48 30.14
1898.7252726667 27.48 30.14
1899.7267622 27.48 30.12
1900.7352965667 27.48 30.13
1901.7368451 27.49 30.13
1902.7372717833 27.5 30.12
1903.7479204167 27.5 30.14
1904.75083935 27.49 30.13
1905.7516557333 27.47 30.12
1906.75281425 27.48 30.12
1907.7642777667 27.48 30.14
1908.76578145 27.48 30.12
1909.76705345 27.47 30.13
1910.76826835 27.46 30.12
1911.7804661333 27.45 30.11
1912.79331845 27.42 30.12
1913.7947095833 27.44 30.12
1914.7947654667 27.44 30.1
1915.7958214167 27.45 30.1
1916.7959116 27.45 30.1
1917.7974107667 27.44 30.1
1918.7989673667 27.42 30.1
1919.7990524 27.42 30.1
1920.8045975833 27.43 30.09
1921.80488795 27.42 30.11
1922.8063062 27.43 30.1
1923.8067453833 27.43 30.11
1924.60407725 27.43 30.11
1925.2200140333 27.44 30.1
1926.2204534333 27.44 30.09
1927.2217964 27.43 30.08
1928.2228815667 27.43 30.08
1929.2240281167 27.41 30.09
1930.2253901333 27.42 30.09
1931.2263609833 27.42 30.08
1932.2267424167 27.41 30.08
1933.2274200833 27.41 30.07
1934.22841945 27.41 30.08
1935.2289361167 27.41 30.07
1936.22973025 27.4 30.08
1937.2300239333 27.42 30.06
1938.2316369167 27.41 30.07
1939.2328258167 27.41 30.06
1940.2344306667 27.41 30.05
1941.2347015667 27.41 30.05
1942.2349967667 27.41 30.06
1943.2356404833 27.41 30.06
1944.2369148833 27.41 30.07
1945.2374889333 27.41 30.05
1946.2376779 27.42 30.06
1947.2390644333 27.41 30.06
1948.2392959167 27.4 30.07
1949.2397546 27.4 30.06
1950.2401961833 27.41 30.06
1950.5141841667 27.41 30.07
1951.51510835 27.41 30.06
1952.5267997833 27.42 30.07
1953.5379748 27.39 30.07
1954.5538587 27.4 30.05
1955.5542572333 27.41 30.06
1956.5545293167 27.4 30.07
1957.56071105 27.41 30.06
1958.5623444167 27.41 30.07
1959.5631764667 27.41 30.07
1960.5639168333 27.4 30.07
1960.8682604667 27.4 30.06
1961.86997035 27.4 30.07
1962.8715744167 27.41 30.06
1963.8729933333 27.42 30.07
1964.8734282 27.42 30.06
1965.87351495 27.41 30.06
1966.8741567333 27.43 30.07
1967.87424855 27.42 30.06
1968.8759189667 27.41 30.06
1969.8770478 27.42 30.06
1970.87854175 27.43 30.06
1971.8800994667 27.42 30.06
1972.8812082167 27.42 30.04
1973.8819336667 27.42 30.07
1974.8831392333 27.42 30.06
1975.8835685667 27.42 30.06
1976.88521715 27.41 30.07
1977.88679035 27.41 30.07
1978.8875293167 27.42 30.06
1979.8885866833 27.43 30.06
1980.8896238 27.43 30.07
1981.8900162667 27.42 30.07
1982.8905843 27.41 30.06
1983.8921195667 27.42 30.06
1984.8936094667 27.41 30.06
1985.8952782 27.4 30.06
1986.89689815 27.41 30.06
1987.8969363333 27.42 30.06
1988.8972166167 27.41 30.05
1989.8975994333 27.41 30.06
1990.897827 27.4 30.06
1991.8982619667 27.4 30.07
1992.898783 27.39 30.06
1993.8989399 27.4 30.05
1994.8999234333 27.4 30.06
1995.9011515333 27.4 30.05
1996.9020376 27.39 30.05
1997.90273285 27.39 30.04
1998.9033877833 27.39 30.05
1999.90355075 27.39 30.04
2000.9048293167 27.39 30.04
2001.9053504833 27.4 30.04
2002.9058586167 27.39 30.04
2003.9068476833 27.39 30.04
2004.9075496333 27.39 30.04
2005.9088774333 27.4 30.03
2006.9096909333 27.38 30.03
2007.9101158 27.39 30.02
2008.9113098167 27.39 30
2009.9129290333 27.4 30.02
2010.9142615833 27.4 30.02
2011.91508235 27.4 30.03
2012.9160148667 27.4 30.02
2013.9164970833 27.39 30.01
2014.9174321333 27.4 30.03
2015.9190025667 27.41 30.04
2016.4825178 27.41 30.04
2017.48265205 27.4 30.03
2018.4827862667 27.41 30.04
2019.4830925333 27.38 30.01
2020.4831410333 27.38 30.01
2021.4835053833 27.4 30
2022.48512305 27.4 30.02
2023.4860211833 27.39 30.02
2023.4911046833 27.39 30.02
2024.49176295 27.4 30.01
2025.4933156167 27.4 30.02
2025.7084229833 27.4 30.02
2026.2756988 27.4 30.03
2027.2760725333 27.39 30.02
2028.2777770167 27.38 30.01
2029.2792416833 27.39 30.02
2030.2804865667 27.39 30.02
2031.2819164333 27.4 30.02
2032.2832055833 27.38 30.03
2033.2843025667 27.37 30.01
2034.2847725833 27.38 30.03
2035.2851317833 27.39 30.01
2036.2862599833 27.38 30.02
2037.2871507833 27.38 30.02
2038.2874490333 27.38 30.02
2039.2881151667 27.39 30.03
2040.2895894833 27.38 30.02
2041.2906924333 27.38 30.01
2042.291686 27.37 30.01
2043.2924034 27.38 30.02
2044.2930975 27.39 30.02
2045.29468065 27.38 30.03
2046.2949654167 27.38 30.02
2047.29560815 27.36 30.03
2048.2962016333 27.37 30.03
2049.2969736 27.37 30.02
2050.29845755 27.38 30.01
2051.2991696167 27.38 30.02
2052.2995492333 27.39 30.02
2053.2995535 27.38 30.02
2054.2997461667 27.38 30
2055.3008341333 27.37 30
2056.3008783833 27.37 30
2057.3020826667 27.37 30
2058.30305995 27.38 30.01
2059.3032487833 27.37 29.99
2060.30410005 27.37 30.01
2061.3054095167 27.37 30
2062.3063663833 27.37 29.99
2063.3064166833 27.36 30
2064.3065618 27.38 30.01
2065.3071842333 27.37 30
2066.30724545 27.37 30
2067.3079829167 27.38 30
2068.3083543667 27.38 29.99
2069.30884295 27.37 30
2070.3094912833 27.37 30.01
2071.3099252333 27.37 30.01
2072.3109731833 27.37 30.02
2073.3123172333 27.36 30.01
2074.3128218167 27.36 30.01
2075.3139319333 27.35 30.01
2076.3146515 27.34 29.99
2077.3161561333 27.34 30
2078.3163590667 27.35 29.99
2079.3173423333 27.35 30.01
2080.3181167 27.34 29.97
2081.3193663667 27.34 29.98
2082.3207672667 27.33 29.99
2083.3216695167 27.35 29.98
2084.3231673833 27.32 30
2085.3234045667 27.32 29.99
2086.3234460833 27.31 29.98
2087.32391155 27.32 29.98
2088.325479 27.32 29.98
2088.7732248667 27.32 29.98
2089.1888293333 27.33 29.98
2090.18947165 27.33 29.97
2090.5907057167 27.33 29.97
2091.5911179167 27.32 29.97
2091.6029242167 27.33 29.97
2092.6036159 27.34 29.96
2093.6046910333 27.34 29.96
2094.6051994 27.32 29.96
2095.6057639833 27.33 29.97
2096.6069711167 27.33 29.98
2097.6085828 27.33 29.99
2098.6092618667 27.33 29.97
2099.6101387833 27.33 29.98
2100.6116601333 27.32 29.97
2101.6127278 27.31 29.97
2102.6142404333 27.32 29.98
2103.6151478 27.33 29.97
2104.6166415667 27.33 29.96
2105.6178459167 27.33 29.96
2106.6194625833 27.31 29.96
2107.6203045667 27.32 29.96
2108.6203571667 27.32 29.97
2109.6218061333 27.32 29.98
2110.6231498167 27.33 29.97
2111.6247789333 27.33 29.96
2112.6254677333 27.31 29.96
2113.6260001667 27.31 29.94
2114.6271197667 27.31 29.96
2115.6281567667 27.32 29.96
2116.6291846833 27.32 29.95
2117.6303270167 27.31 29.95
2118.6307763667 27.3 29.96
2119.6318095 27.3 29.96
2120.6322841167 27.31 29.95
2121.6335005833 27.31 29.96
2122.6344414333 27.32 29.95
2123.6346360333 27.31 29.95
2124.6359288 27.3 29.95
2125.6371932167 27.3 29.93
2126.6380008333 27.29 29.93
2127.6385298333 27.29 29.92
2128.63908245 27.29 29.93
2129.6400758833 27.31 29.93
2130.6402049333 27.3 29.93
2131.64173675 27.31 29.94
2132.6425583667 27.3 29.94
2133.6428078667 27.31 29.94
2134.6442924167 27.31 29.93
2135.6453282333 27.3 29.92
2136.6463586667 27.3 29.93
2137.6472852667 27.3 29.93
2138.6474895667 27.3 29.92
2139.64872735 27.3 29.93
2140.6498639167 27.3 29.93
2141.6510568 27.29 29.93
2142.6521577 27.29 29.92
2143.6528976333 27.29 29.93
2144.6543612667 27.29 29.93
2145.65534135 27.27 29.92
2146.6559461333 27.27 29.91
2147.6565341167 27.27 29.9
2148.65816455 27.27 29.91
2149.6582725167 27.26 29.9
2150.65876775 27.26 29.91
2151.6594461167 27.27 29.91
2152.6604456 27.29 29.91
2153.6608067167 27.28 29.91
2154.5410224167 27.28 29.92
2155.0105245 27.28 29.91
2156.0120873333 27.28 29.9
2157.0128871333 27.29 29.91
2158.01450445 27.28 29.91
2159.0149769667 27.28 29.91
2160.0161282167 27.29 29.9
2161.0164037167 27.28 29.91
2162.0167349 27.28 29.91
2163.01755515 27.29 29.91
2164.0184496333 27.26 29.9
2165.0191590167 27.27 29.9
2166.0194798333 27.28 29.91
2167.01992095 27.29 29.9
2168.0202342667 27.29 29.9
2169.0205346667 27.27 29.89
2170.0208746 27.27 29.91
2171.0217934333 27.26 29.92
2172.0233523667 27.28 29.92
2173.0249499667 27.26 29.89
2174.0252314 27.27 29.89
2175.0260696833 27.28 29.9
2176.02705595 27.29 29.89
2177.0281107 27.28 29.89
2178.02930825 27.28 29.9
2179.0296646833 27.29 29.91
2180.0308887833 27.28 29.89
2181.0317201 27.28 29.89
2182.0328045333 27.3 29.89
2183.0344914333 27.29 29.9
2184.0354472 27.3 29.89
2185.03550145 27.29 29.89
2186.0355707 27.27 29.89
2187.0367486 27.27 29.89
2188.03748 27.29 29.9
2189.0382340667 27.29 29.89
2190.0392064667 27.29 29.9
2191.0404414333 27.28 29.91
2192.0418000833 27.28 29.91
2193.0430789667 27.31 29.92
2194.0445168333 27.3 29.91
2195.0457888833 27.29 29.91
2196.0473366167 27.27 29.91
2197.04871685 27.29 29.9
2198.0497579167 27.28 29.91
2199.05120405 27.28 29.9
2200.0512576167 27.29 29.91
2201.0516154167 27.28 29.91
2202.0531782667 27.27 29.89
2203.0540741 27.27 29.89
2204.0541163333 27.26 29.88
2205.0555394 27.27 29.9
2206.05606955 27.27 29.89
2207.0562195 27.27 29.89
2208.0576162333 27.27 29.9
2209.0581407167 27.27 29.89
2210.0593128167 27.27 29.9
2211.06023445 27.27 29.9
2212.0607041167 27.27 29.89
2213.0608576667 27.27 29.89
2214.0608741667 27.27 29.88
2215.0625197333 27.26 29.89
2216.06303895 27.27 29.89
2217.0631687333 27.27 29.89
2217.9040458333 27.27 29.88
2218.4486561833 27.27 29.88
2219.4493151667 27.28 29.88
2220.4501120167 27.27 29.88
2221.4503917333 27.28 29.88
2222.4506119333 27.27 29.89
2223.4517809333 27.28 29.89
2224.4524940167 27.27 29.88
2225.4540205167 27.28 29.89
2226.4549679833 27.27 29.89
2227.4563263333 27.27 29.88
2228.4579208333 27.26 29.88
2229.4589054667 27.27 29.87
2230.4597608333 27.25 29.88
2231.4605419167 27.24 29.88
2232.46203395 27.26 29.88
2233.4632478833 27.26 29.86
2234.46474045 27.26 29.85
2235.4663274167 27.26 29.88
2236.4672596833 27.25 29.86
2237.4675068167 27.26 29.85
2238.4687421 27.25 29.85
2239.46966085 27.26 29.87
2240.4707182833 27.26 29.86
2241.4718308833 27.26 29.88
2242.4734806333 27.25 29.87
2243.4742115833 27.26 29.87
2244.47436435 27.26 29.87
2245.4758691667 27.26 29.86
2246.47626145 27.26 29.86
2247.47777105 27.26 29.86
2248.4793191 27.25 29.85
2249.4803786 27.25 29.85
2250.4807610667 27.26 29.85
2251.4810675 27.26 29.86
2252.4815973333 27.25 29.86
2253.4821461333 27.25 29.85
2254.4830783167 27.24 29.85
2255.4840030833 27.26 29.85
2256.4850884833 27.26 29.86
2257.4865828667 27.25 29.86
2258.48690925 27.26 29.85
2259.48818385 27.25 29.87
2260.4894283167 27.26 29.87
2261.4910906 27.25 29.87
2262.49231905 27.24 29.88
2263.4931984 27.24 29.86
2264.49371015 27.25 29.86
2265.4953714167 27.27 29.86
2266.4970216167 27.26 29.86
2267.4972171333 27.27 29.86
2268.49842975 27.26 29.86
2269.4998138167 27.26 29.86
2270.5010731167 27.27 29.86
2271.5014176833 27.26 29.86
2272.5022507167 27.26 29.85
2273.5023269 27.27 29.85
2274.5034707333 27.28 29.85
2275.5048959 27.26 29.87
2276.5056486833 27.28 29.86
2277.5057425167 27.27 29.87
2278.5058339333 27.28 29.88
2279.50708055 27.27 29.87
2280.5082388 27.27 29.86
2281.2208635333 27.28 29.87
2281.6185653167 27.27 29.86
2282.6194868167 27.26 29.86
2283.6206420833 27.26 29.86
2284.6217066833 27.26 29.86
2285.6223435167 27.27 29.87
2286.6239390833 27.26 29.85
2287.6251891333 27.27 29.86
2288.6263491667 27.27 29.85
2289.6265428333 27.25 29.86
2290.6278796167 27.26 29.86
2291.6291549667 27.26 29.87
2292.63046155 27.27 29.85
2293.6305803167 27.26 29.86
2294.6320600833 27.27 29.87
2295.6332880833 27.28 29.86
2296.6345061833 27.27 29.86
2297.635542 27.28 29.86
2298.6355904667 27.28 29.86
2299.6362772167 27.28 29.86
2300.6371708333 27.3 29.87
2301.6373764667 27.29 29.87
2302.6382571 27.28 29.87
2303.63966985 27.28 29.86
2304.6402557 27.29 29.87
2305.6410640667 27.29 29.88
2306.6417097167 27.27 29.88
2307.64331485 27.26 29.87
2308.6443060667 27.26 29.86
2309.6458636167 27.26 29.87
2310.6470600667 27.25 29.87
2311.6471230667 27.27 29.88
2312.6487272167 27.29 29.87
2313.64975695 27.29 29.87
2314.6509431833 27.29 29.85
2315.6526243 27.29 29.87
2316.6539519167 27.28 29.88
2317.6549184 27.27 29.87
2318.6554283667 27.28 29.86
2319.6555228833 27.27 29.88
2320.65592595 27.27 29.87
2321.6559490833 27.27 29.86
2322.6574562 27.28 29.85
2323.6589176 27.28 29.86
2324.65942225 27.27 29.86
2325.66060175 27.27 29.86
2326.6618208 27.27 29.87
2327.6621862 27.26 29.86
2328.6628361833 27.26 29.87
2329.6630304667 27.27 29.86
2330.6643894 27.28 29.86
2331.6658866 27.27 29.86
2332.6672193833 27.27 29.87
2333.6679493667 27.26 29.87
2334.6685224833 27.27 29.88
2335.6697840167 27.28 29.87
2336.67108825 27.28 29.86
2337.6722985667 27.27 29.85
2338.67349815 27.26 29.87
2339.6743251167 27.27 29.86
2340.6753318333 27.27 29.86
2341.6762040833 27.27 29.88
2342.6768549667 27.27 29.86
2343.6778689333 27.28 29.87
2344.6789676 27.28 29.87
2344.88734075 27.29 29.87
2345.28510335 27.28 29.88
2346.2859632167 27.28 29.88
2347.2866183167 27.29 29.87
2348.28706295 27.29 29.87
2349.2885169167 27.29 29.88
2350.2897255833 27.29 29.87
2351.2902112667 27.28 29.87
2352.2907099 27.29 29.86
2353.2912870167 27.28 29.86
2354.2914769833 27.28 29.86
2355.2928856833 27.28 29.86
2356.2944088167 27.3 29.88
2357.2947409667 27.29 29.89
2358.29532935 27.3 29.88
2359.2965291167 27.3 29.88
2360.2974423333 27.29 29.88
2361.2985615 27.3 29.88
2362.2992710833 27.3 29.87
2363.2998625 27.31 29.9
2364.3014997 27.31 29.89
2365.3023797 27.31 29.88
2366.3027450333 27.3 29.87
2367.3032320833 27.29 29.87
2368.3041473833 27.31 29.88
2369.3044861333 27.3 29.88
2370.3049419 27.29 29.88
2371.3054168833 27.29 29.87
2372.3059210167 27.28 29.89
2373.3065557167 27.28 29.9
2374.307494 27.28 29.88
2374.8444627167 27.28 29.88
2375.8453069 27.27 29.86
2376.8462387 27.27 29.86
2377.8474178167 27.27 29.87
2378.8485588333 27.26 29.88
2379.8491121833 27.27 29.87
2380.85034585 27.27 29.88
2381.8509962833 27.28 29.86
2382.8511073167 27.28 29.87
2383.1418141167 27.27 29.87
2384.1426087167 27.27 29.86
2385.1438023167 27.28 29.87
2386.1446759333 27.28 29.86
2387.14554975 27.29 29.86
2388.1471860833 27.29 29.87
2389.1485472667 27.28 29.88
2390.1492188333 27.29 29.88
2391.1499204833 27.29 29.89
2392.1510742167 27.29 29.87
2393.1516880833 27.29 29.87
2394.1525892167 27.3 29.88
2395.1533916333 27.29 29.88
2396.1545661333 27.29 29.89
2397.15613915 27.29 29.88
2398.1570675 27.29 29.88
2399.15856875 27.29 29.88
2400.15969445 27.28 29.87
2401.1613463167 27.29 29.89
2402.1624459 27.29 29.87
2403.16248405 27.29 29.88
2404.1625148167 27.28 29.88
2404.9663345833 27.28 29.88
2405.9676979667 27.27 29.89
2406.9684249 27.28 29.89
2407.96968875 27.29 29.88
2408.1256591333 27.3 29.9
2409.1264534833 27.28 29.87
2410.1277270667 27.29 29.87
2411.1286913667 27.28 29.87
2412.1288661 27.27 29.89
2413.1294907167 27.27 29.89
2414.1298299667 27.27 29.88
2415.1306446167 27.27 29.88
2416.1317474667 27.27 29.87
2417.1332811167 27.28 29.87
2418.1335166333 27.27 29.88
2419.13483075 27.28 29.88
2420.1362296167 27.25 29.87
2421.1370728333 27.26 29.87
2422.1382409167 27.26 29.86
2423.13918295 27.26 29.88
2424.1393312833 27.26 29.86
2425.1404539167 27.26 29.87
2426.14064815 27.26 29.87
2427.1409847167 27.24 29.87
2428.1412622833 27.26 29.86
2429.1412513 27.25 29.86
2430.1417385167 27.25 29.87
2431.14263855 27.26 29.86
2432.1429363833 27.26 29.86
2433.1436566667 27.26 29.86
2434.1440277 27.27 29.86
2435.1440527333 27.27 29.86
2436.1442680667 27.26 29.87
2437.1445369333 27.26 29.87
2438.1460754 27.26 29.85
2439.1470947 27.26 29.85
2440.1485777667 27.27 29.86
2441.14921655 27.26 29.86
2442.14922715 27.27 29.87
2443.1501168 27.27 29.86
2444.1505695667 27.26 29.87
2445.1510065 27.26 29.87
2446.1526720667 27.26 29.86
2447.15282565 27.25 29.87
2448.1541087667 27.25 29.87
2449.15420455 27.25 29.87
2450.1556701 27.25 29.87
2451.1571262667 27.25 29.86
2452.1578561333 27.24 29.87
2453.1582592 27.23 29.86
2454.1589979167 27.25 29.87
2455.1594007167 27.24 29.87
2456.1595824 27.24 29.85
2457.1611717 27.26 29.85
2458.1624283167 27.25 29.85
2459.1632352167 27.24 29.85
2460.1644457333 27.24 29.86
2461.1658535333 27.24 29.86
2462.1671580333 27.24 29.86
2463.1687064 27.24 29.85
2464.16988005 27.24 29.86
2465.1699605 27.25 29.85
2466.1706600167 27.23 29.85
2467.17105905 27.24 29.85
2468.1723761833 27.24 29.84
2469.17370305 27.23 29.84
2469.9553933667 27.23 29.85
2470.6350676667 27.23 29.85
2471.63644 27.25 29.84
2472.6376585833 27.23 29.83
2473.6380563333 27.23 29.84
2474.6393234167 27.22 29.83
2475.64032835 27.25 29.83
2489.2131429667 27.24 29.83
2490.2132481333 27.24 29.84
2491.2144575333 27.26 29.83
2492.2149581333 27.25 29.84
2493.2152849833 27.25 29.85
2494.2159479333 27.24 29.83
2495.2174040833 27.24 29.86
2496.2186927 27.26 29.84
2497.21922405 27.27 29.86
2498.2202487833 27.26 29.84
2499.2205930833 27.26 29.85
2500.2216616833 27.25 29.85
2501.2216195833 27.25 29.84
2502.22238605 27.24 29.84
2503.2239123333 27.24 29.84
2504.22455405 27.24 29.84
2505.2256970333 27.23 29.84
2506.2478772667 27.26 29.85
2507.2494675667 27.25 29.84
2508.2502900333 27.25 29.84
2513.5105672333 27.25 29.86
2514.5117272667 27.25 29.84
2515.5122642333 27.27 29.85
2516.5130645 27.27 29.85
2517.5146747333 27.27 29.86
2518.5150076 27.28 29.85
2519.5152142667 27.28 29.86
2520.5153623333 27.29 29.85
2521.5153712833 27.27 29.86
2522.5163258667 27.28 29.85
2523.5166905667 27.28 29.84
2524.5171542 27.3 29.85
2525.5181666167 27.29 29.86
2526.5189125667 27.29 29.87
2527.5198285 27.29 29.87
2528.5209412 27.29 29.87
2528.9577755 27.28 29.87
2529.9589512 27.28 29.86
2530.9593569167 27.27 29.89
2531.9607767333 27.27 29.87
2532.9613977333 27.26 29.86
2533.9622654333 27.26 29.84
2534.9623627167 27.26 29.84
2535.9639398 27.26 29.85
2536.9652810833 27.26 29.84
2537.9667626833 27.27 29.86
2538.9672608 27.29 29.84
2539.9676562333 27.27 29.85
2540.9682934667 27.27 29.86
2541.96951885 27.28 29.86
2542.96998045 27.26 29.85
2543.9714054667 27.27 29.85
2544.9729266 27.26 29.86
2545.9739973167 27.28 29.85
2546.9755045167 27.28 29.86
2547.9764747 27.27 29.83
2548.9772399333 27.28 29.85
2549.9782706333 27.28 29.86
2550.9792767667 27.27 29.86
2551.97944805 27.29 29.87
2552.980089 27.27 29.84
2553.9806073667 27.27 29.84
2554.9815215167 27.27 29.85
2555.98298815 27.28 29.86
2556.9845011167 27.28 29.86
2557.9858307833 27.27 29.86
2558.98735665 27.27 29.86
2559.9884545167 27.26 29.87
2560.99007035 27.25 29.87
2561.99096 27.25 29.86
2562.9923836 27.25 29.84
2563.9936408167 27.25 29.85
2564.9944805 27.24 29.86
2565.99610935 27.25 29.83
2566.9969895 27.25 29.84
2567.9975852833 27.26 29.83
2568.9983762 27.26 29.83
2569.99847995 27.25 29.83
2570.9999299667 27.25 29.84
2572.0007691833 27.26 29.83
2573.0016757667 27.27 29.84
2574.0029007833 27.25 29.84
2575.00353755 27.26 29.83
2576.0046566 27.26 29.83
2577.0049870833 27.26 29.83
2578.0062861667 27.26 29.85
2579.0073206667 27.26 29.85
2580.0088336833 27.28 29.86
2581.0104746333 27.27 29.85
2582.0109182667 27.26 29.85
2583.0114218667 27.26 29.84
2584.01240535 27.26 29.84
2585.0129961333 27.26 29.85
2586.01370005 27.26 29.85
2587.0147089833 27.25 29.85
2588.0155061167 27.24 29.86
2589.0164803 27.25 29.86
2590.017857 27.24 29.86
2591.0182427333 27.25 29.85
2592.0184925833 27.26 29.86
2592.9329048333 27.26 29.86
2593.5382774333 27.27 29.87
2594.5396800333 27.27 29.86
2595.5402936 27.28 29.85
2596.5411682667 27.28 29.86
2597.54146435 27.28 29.86
2598.5428199333 27.27 29.87
2599.54318455 27.28 29.86
2600.5435274667 27.29 29.87
2601.54491655 27.28 29.86
2602.5453158667 27.28 29.85
2603.5463370833 27.29 29.88
2604.5468413833 27.28 29.85
2605.5474488167 27.28 29.86
2606.5479163667 27.28 29.86
2607.5483295333 27.28 29.88
2608.5486893333 27.28 29.86
2609.54938615 27.29 29.87
2610.5494740167 27.28 29.87
2611.550909 27.29 29.89
2612.5510285 27.29 29.88
2613.5512993833 27.3 29.88
2614.5520081833 27.3 29.88
2615.55345155 27.28 29.87
2616.5540049333 27.29 29.86
2617.5553551333 27.3 29.87
2618.5562228667 27.29 29.86
2619.5578571333 27.29 29.88
2620.5585724333 27.29 29.87
2621.55980365 27.28 29.87
2622.5599698833 27.29 29.87
2623.5601270833 27.28 29.87
2624.5605770667 27.29 29.88
2625.5608111833 27.28 29.89
2626.5615006167 27.29 29.87
2627.56224675 27.28 29.88
2628.5625375167 27.28 29.86
2629.5631408667 27.28 29.87
2630.5641706667 27.28 29.86
2631.5647067167 27.27 29.86
2632.5659245833 27.27 29.85
2633.5665632167 27.29 29.86
2634.5667261833 27.28 29.86
2635.56798145 27.28 29.85
2636.5682020833 27.28 29.87
2637.56976455 27.29 29.87
2638.5712913833 27.29 29.88
2639.5729347667 27.29 29.87
2640.5730793333 27.28 29.88
2641.57369255 27.29 29.88
2642.57432085 27.29 29.88
2643.5746834667 27.29 29.87
2644.5755265333 27.29 29.87
2645.5763315167 27.28 29.87
2646.5771789167 27.29 29.87
2647.5771943833 27.29 29.87
2648.578006 27.29 29.87
2649.5787063667 27.3 29.87
2650.5790657167 27.29 29.85
2651.5790689667 27.31 29.85
2652.5802074333 27.3 29.88
2653.5810586667 27.31 29.88
2654.5825393 27.3 29.88
2655.5828091833 27.29 29.88
2656.58363905 27.31 29.87
2657.5841110667 27.3 29.89
2658.5851228667 27.32 29.86
2659.5860377333 27.32 29.87
2660.1058432333 27.32 29.87
2660.6129000167 27.31 29.88
2661.6134518 27.31 29.88
2662.6135871833 27.32 29.88
2663.6148840333 27.32 29.89
2664.6161477333 27.3 29.88
2665.61727885 27.32 29.88
2666.6188656167 27.31 29.89
2667.6193157667 27.33 29.91
2668.6199750333 27.32 29.9
2669.6202404833 27.31 29.89
2670.6217696667 27.3 29.92
2671.6227855667 27.31 29.89
2672.6233163 27.32 29.89
2673.6240032833 27.32 29.9
2674.6252152 27.31 29.9
2675.6263475833 27.31 29.91
2676.6276093333 27.31 29.88
2677.6292258 27.32 29.88
2678.6296387333 27.32 29.89
2679.6309948833 27.32 29.9
2680.63175735 27.33 29.9
2681.6321354833 27.34 29.9
2682.6322454667 27.34 29.91
2683.6338614167 27.34 29.9
2684.635457 27.33 29.91
2685.63676995 27.33 29.91
2686.6374498333 27.34 29.92
2687.6376078333 27.34 29.92
2688.63917765 27.34 29.91
2689.63927355 27.34 29.91
2690.6395543667 27.36 29.92
2691.6408811833 27.37 29.92
2692.6424442333 27.37 29.93
2693.6425524 27.37 29.95
2694.6437062833 27.36 29.93
2695.64410455 27.36 29.94
2696.64476515 27.36 29.95
2697.6451614333 27.37 29.93
2698.6454290167 27.38 29.94
2699.6457609 27.38 29.94
2700.6465600667 27.36 29.95
2701.6472733333 27.36 29.95
2702.6484467167 27.36 29.95
2703.64977375 27.37 29.94
2704.65013645 27.37 29.94
2705.6516949167 27.37 29.94
2706.6518646667 27.38 29.93
2707.6521107167 27.37 29.92
2708.6521343167 27.37 29.94
2709.6523481167 27.38 29.93
2710.65246055 27.38 29.94
2711.65296895 27.37 29.94
2712.6539611667 27.37 29.94
2713.6548499 27.37 29.92
2714.6558057167 27.38 29.95
2715.6574550833 27.38 29.94
2716.6587081667 27.4 29.95
2717.6591364333 27.4 29.95
2718.6603879833 27.4 29.95
2719.6607185667 27.4 29.96
2720.6622941167 27.41 29.96
